날짜,주차,차종,사출도번,등급,단가,매출단가,원재료,원재료금액,공정사출,공정사출금액,자재창고,자재창고금액,지그삽입전,지그삽입전금액,지그삽입후,지그삽입후금액,AS사출,AS사출금액,사출 총 수량,사출 총 금액,도장완료,도장완료 금액,공정창고,레이저전,인쇄,완제품 총수량,완제품 총금액,AS완제품,AS완제품금액,총수량,총금액,주간매출,주간계획,변동 수량,변동 금액
2026-08-18,34,CN7(AVANTE),299695492,B,31.0,40.0,0,0.0,160,4973.6,107,3315.8,38,1184.2,31,947.4,19,589.0,382,11842.0,96,2976.0,19,56,23,467,14477.0,26,806.0,945,29295.0,55,61,10,310.0
2026-08-18,34,DN8(SONATA),206618934,A/S,82.0,274.0,0,0.0,78,6371.4,52,4247.6,18,1517.0,15,1213.6,64,5248.0,185,15170.0,46,3772.0,9,27,11,225,18450.0,84,6888.0,456,37392.0,24,26,28,2296.0
2026-08-18,34,MX5(SANTAFE),206601525,A/S,16.0,,0,0.0,37,591.4,25,394.2,9,140.8,7,112.6,29,464.0,88,1408.0,22,352.0,4,13,5,108,1728.0,39,624.0,218,3488.0,12,13,-2,-32.0
2026-08-18,34,PAINT,299478626,원재료,107.0,,4986,533502.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,4986,533502.0,0,0,370,39590.0
2026-08-18,34,PAINT,299492648,원재료,26.0,28.0,1652,42952.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,1652,42952.0,0,0,67,1742.0
2026-08-18,34,MX5(SANTAFE),299789048,D,16.0,,0,0.0,417,6666.2,278,4444.2,99,1587.2,79,1269.8,49,784.0,992,15872.0,248,3968.0,48,145,60,1210,19360.0,64,1024.0,2450,39200.0,161,177,234,3744.0
2026-08-18,34,AE-PE(IONIQ),299386221,E,58.0,,0,0.0,1063,61679.5,709,41119.7,253,14685.6,203,11748.5,118,6844.0,2532,146856.0,633,36714.0,124,371,155,3091,179278.0,157,9106.0,6256,362848.0,318,350,319,18502.0
2026-08-18,34,DH(G80),299418106,A/S,37.0,156.0,0,0.0,129,4770.8,86,3180.5,31,1135.9,25,908.7,92,3404.0,307,11359.0,77,2849.0,15,45,19,375,13875.0,121,4477.0,759,28083.0,26,29,36,1332.0
2026-08-18,34,JB,299723173,A/S,91.0,373.0,0,0.0,345,31416.8,230,20944.6,82,7480.2,66,5984.2,257,23387.0,822,74802.0,205,18655.0,40,120,50,1003,91273.0,340,30940.0,2030,184730.0,151,166,5,455.0
2026-08-18,34,AD-100,206602692,A/S,33.0,108.0,0,0.0,87,2869.0,58,1912.7,21,683.1,17,546.5,73,2409.0,207,6831.0,52,1716.0,10,30,13,252,8316.0,96,3168.0,511,16863.0,27,30,-16,-528.0
2026-08-18,34,JF(K5),299759044,A/S,65.0,,0,0.0,93,6060.6,62,4040.4,22,1443.0,18,1154.4,71,4615.0,222,14430.0,56,3640.0,11,33,14,271,17615.0,95,6175.0,549,35685.0,25,28,8,520.0
2026-08-18,34,MX5(SANTAFE),940W62817,A/S,136.0,,0,0.0,1262,171588.5,841,114392.3,300,40854.4,240,32683.5,938,127568.0,3004,408544.0,751,102136.0,147,440,183,3666,498576.0,1243,169048.0,7421,1009256.0,402,442,-283,-38488.0
2026-08-18,34,ON(TELLURIDE),299552391,A/S,68.0,257.0,0,0.0,184,12480.7,122,8320.5,44,2971.6,35,2377.3,135,9180.0,437,29716.0,109,7412.0,21,64,27,534,36312.0,179,12172.0,1080,73440.0,75,82,-37,-2516.0
2026-08-18,34,QL(TUCSON),299945684,A/S,34.0,,0,0.0,34,1156.7,23,771.1,8,275.4,6,220.3,27,918.0,81,2754.0,20,680.0,4,12,5,99,3366.0,36,1224.0,200,6800.0,8,9,12,408.0
2026-08-18,34,SP2(SORENTO),206548899,A/S,78.0,279.0,0,0.0,311,24242.4,207,16161.6,74,5772.0,59,4617.6,225,17550.0,740,57720.0,185,14430.0,36,108,45,904,70512.0,298,23244.0,1829,142662.0,106,117,139,10842.0
2026-08-18,34,OS(KONA),206228977,A/S,118.0,453.0,0,0.0,73,8573.9,48,5715.9,17,2041.4,14,1633.1,53,6254.0,173,20414.0,43,5074.0,8,25,11,211,24898.0,70,8260.0,427,50386.0,22,24,24,2832.0
2026-08-18,34,YP(CARNIVAL),299530795,C,58.0,62.0,0,0.0,199,11546.6,133,7697.8,47,2749.2,38,2199.4,23,1334.0,474,27492.0,118,6844.0,23,69,29,578,33524.0,31,1798.0,1170,67860.0,47,52,-12,-696.0
2026-08-18,34,OS(KONA),299879134,A/S,22.0,83.0,0,0.0,57,1256.6,38,837.8,14,299.2,11,239.4,44,968.0,136,2992.0,34,748.0,7,20,8,166,3652.0,59,1298.0,336,7392.0,15,16,3,66.0
2026-08-18,34,"SX2(KONA,HMC)",299399848,A/S,54.0,,0,0.0,184,9933.8,123,6622.6,44,2365.2,35,1892.2,151,8154.0,438,23652.0,110,5940.0,21,64,27,535,28890.0,201,10854.0,1083,58482.0,66,73,40,2160.0
2026-08-18,34,JF(K5),299252744,C,185.0,194.0,0,0.0,1934,357808.5,1289,238539.0,460,85192.5,368,68154.0,212,39220.0,4605,851925.0,1151,212935.0,225,675,281,5621,1039885.0,280,51800.0,11377,2104745.0,511,562,-191,-35335.0
2026-08-18,34,MX5(SANTAFE),299588413,A/S,29.0,,0,0.0,3,73.1,2,48.7,1,17.4,0,13.9,2,58.0,6,174.0,2,58.0,0,1,0,8,232.0,2,58.0,16,464.0,1,1,0,0.0
2026-08-18,34,LX2(PALISADE),299456430,A/S,36.0,140.0,0,0.0,195,7015.7,130,4677.1,46,1670.4,37,1336.3,155,5580.0,464,16704.0,116,4176.0,23,68,28,566,20376.0,205,7380.0,1146,41256.0,58,64,-48,-1728.0
2026-08-18,34,OS(KONA),299213103,A/S,85.0,,0,0.0,514,43661.1,342,29107.4,122,10395.5,98,8316.4,378,32130.0,1223,103955.0,306,26010.0,60,179,75,1493,126905.0,501,42585.0,3022,256870.0,129,142,67,5695.0
2026-08-18,34,PAINT,299825673,원재료,27.0,,816,22032.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,816,22032.0,0,0,0,0.0
2026-08-18,34,DH(G80),201577832,E,166.0,,0,0.0,3612,599592.0,2408,399728.0,860,142760.0,688,114208.0,427,70882.0,8600,1427600.0,2150,356900.0,420,1260,525,10498,1742668.0,566,93956.0,21248,3527168.0,1176,1294,1698,281868.0
2026-08-18,34,DN8(SONATA),299308993,A/S,,,0,0.0,86,5510.4,57,3673.6,20,1312.0,16,1049.6,68,4352.0,205,13120.0,51,3264.0,10,30,13,251,16064.0,90,5760.0,507,32448.0,26,29,-27,-1728.0
2026-08-18,34,CN7(AVANTE),299122697,C,60.0,,0,0.0,121,7232.4,80,4821.6,29,1722.0,23,1377.6,13,780.0,287,17220.0,72,4320.0,14,42,18,351,21060.0,18,1080.0,710,42600.0,46,51,75,4500.0
2026-08-18,34,RG3(K9),299472448,A/S,86.0,288.0,0,0.0,393,33808.3,262,22538.9,94,8049.6,75,6439.7,304,26144.0,936,80496.0,234,20124.0,46,137,57,1143,98298.0,402,34572.0,2313,198918.0,148,163,-47,-4042.0
2026-08-18,34,JX1,299191957,A/S,17.0,68.0,0,0.0,167,2841.7,111,1894.5,40,676.6,32,541.3,130,2210.0,398,6766.0,99,1683.0,19,58,24,485,8245.0,172,2924.0,982,16694.0,63,69,92,1564.0
2026-08-18,34,DN8(SONATA),299122018,A/S,,293.0,0,0.0,36,2311.7,24,1541.1,9,550.4,7,440.3,27,1728.0,86,5504.0,21,1344.0,4,13,5,105,6720.0,36,2304.0,212,13568.0,10,11,-7,-448.0
2026-08-18,34,M-300,299531412,A/S,104.0,437.0,0,0.0,34,3581.8,23,2387.8,8,852.8,7,682.2,24,2496.0,82,8528.0,21,2184.0,4,12,5,100,10400.0,32,3328.0,203,21112.0,11,12,26,2704.0
2026-08-18,34,QL(TUCSON),206313359,A/S,46.0,146.0,0,0.0,71,3265.1,47,2176.7,17,777.4,14,621.9,57,2622.0,169,7774.0,42,1932.0,8,25,10,206,9476.0,76,3496.0,417,19182.0,30,33,-12,-552.0
2026-08-18,34,VQ,299828925,A/S,24.0,79.0,0,0.0,28,665.3,18,443.5,7,158.4,5,126.7,20,480.0,66,1584.0,16,384.0,3,10,4,80,1920.0,27,648.0,162,3888.0,9,10,18,432.0
2026-08-18,34,SP2(SORENTO),299149187,A/S,73.0,,0,0.0,80,5856.1,53,3904.0,19,1394.3,15,1115.4,59,4307.0,191,13943.0,48,3504.0,9,28,12,234,17082.0,78,5694.0,473,34529.0,24,26,26,1898.0
2026-08-18,34,RESIN,299375033,원재료,70.0,85.0,2385,166950.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,2385,166950.0,0,0,-210,-14700.0
2026-08-18,34,TQ(STAREX),299604380,E,80.0,,0,0.0,90,7190.4,60,4793.6,21,1712.0,17,1369.6,11,880.0,214,17120.0,54,4320.0,10,31,13,261,20880.0,15,1200.0,529,42320.0,32,35,-40,-3200.0
2026-08-18,34,JX1,299220052,A/S,47.0,,0,0.0,202,9475.2,134,6316.8,48,2256.0,38,1804.8,161,7567.0,480,22560.0,120,5640.0,23,70,29,586,27542.0,213,10011.0,1186,55742.0,0,62,-10,-470.0
2026-08-18,34,AD-100,299789519,A,238.0,,0,0.0,3828,911035.4,2552,607357.0,911,216913.2,729,173530.6,456,108528.0,9114,2169132.0,2279,542402.0,445,1335,556,11125,2647750.0,604,143752.0,22518,5359284.0,0,690,-1015,-241570.0
2026-08-18,34,SP2(SORENTO),299772235,D,120.0,,0,0.0,229,27468.0,153,18312.0,54,6540.0,44,5232.0,28,3360.0,545,65400.0,136,16320.0,27,80,33,665,79800.0,37,4440.0,1346,161520.0,84,92,-205,-24600.0
2026-08-18,34,DH(G80),299709148,E,43.0,45.0,0,0.0,259,11143.0,173,7428.7,62,2653.1,49,2122.5,31,1333.0,617,26531.0,154,6622.0,30,90,38,753,32379.0,41,1763.0,1524,65532.0,105,116,-45,-1935.0
2026-08-18,34,AE-PE(IONIQ),299232064,A/S,262.0,724.0,0,0.0,1341,351357.7,894,234238.5,319,83656.6,255,66925.3,997,261214.0,3193,836566.0,798,209076.0,156,468,195,3898,1021276.0,1321,346102.0,7889,2066918.0,380,418,-631,-165322.0
2026-08-18,34,JB,299566714,C,20.0,24.0,0,0.0,163,3259.2,109,2172.8,39,776.0,31,620.8,18,360.0,388,7760.0,97,1940.0,19,57,24,473,9460.0,24,480.0,958,19160.0,51,56,58,1160.0
2026-08-18,34,M-300,CA1234127A,A/S,85.0,359.0,0,0.0,183,15529.5,122,10353.0,44,3697.5,35,2958.0,137,11645.0,435,36975.0,109,9265.0,21,64,27,531,45135.0,181,15385.0,1075,91375.0,60,66,103,8755.0
2026-08-18,34,JX1,299668760,B,114.0,131.0,0,0.0,4150,473054.4,2766,315369.6,988,112632.0,790,90105.6,422,48108.0,9880,1126320.0,2470,281580.0,482,1447,603,12059,1374726.0,560,63840.0,24409,2782626.0,0,1609,1252,142728.0
2026-08-18,34,SG2,299422470,A/S,77.0,278.0,0,0.0,15,1131.9,10,754.6,4,269.5,3,215.6,14,1078.0,35,2695.0,9,693.0,2,5,2,43,3311.0,18,1386.0,87,6699.0,6,7,-7,-539.0
2026-08-18,34,LX2(PALISADE),299257794,A/S,254.0,,0,0.0,23,5867.4,15,3911.6,6,1397.0,4,1117.6,17,4318.0,55,13970.0,14,3556.0,3,8,3,67,17018.0,22,5588.0,136,34544.0,7,8,13,3302.0
2026-08-18,34,DN8(SONATA),206935526,A/S,52.0,209.0,0,0.0,155,8037.1,103,5358.1,37,1913.6,29,1530.9,120,6240.0,368,19136.0,92,4784.0,18,54,22,449,23348.0,160,8320.0,909,47268.0,44,48,60,3120.0
2026-08-18,34,TM,299217852,A/S,55.0,213.0,0,0.0,126,6953.1,84,4635.4,30,1655.5,24,1324.4,97,5335.0,301,16555.0,75,4125.0,15,44,18,368,20240.0,129,7095.0,744,40920.0,29,32,17,935.0
2026-08-18,34,ON(TELLURIDE),299341198,A/S,,174.0,0,0.0,234,14945.3,156,9963.5,56,3558.4,44,2846.7,173,11072.0,556,35584.0,139,8896.0,27,81,34,679,43456.0,230,14720.0,1374,87936.0,75,82,78,4992.0
2026-08-18,34,"SX2(KONA,HMC)",299578977,A/S,93.0,,0,0.0,76,7030.8,50,4687.2,18,1674.0,14,1339.2,64,5952.0,180,16740.0,45,4185.0,9,26,11,219,20367.0,84,7812.0,444,41292.0,26,29,-21,-1953.0
2026-08-18,34,DH(G80),206481564,A/S,101.0,423.0,0,0.0,325,32790.7,216,21860.4,77,7807.3,62,6245.8,241,24341.0,773,78073.0,193,19493.0,38,113,47,944,95344.0,320,32320.0,1910,192910.0,103,113,56,5656.0
2026-08-18,34,TQ(STAREX),299677964,A/S,47.0,179.0,0,0.0,269,12653.3,179,8435.6,64,3012.7,51,2410.2,198,9306.0,641,30127.0,160,7520.0,31,94,39,782,36754.0,263,12361.0,1583,74401.0,85,94,77,3619.0
2026-08-18,34,AE-PE(IONIQ),299192801,E,148.0,,0,0.0,686,101569.4,458,67713.0,163,24183.2,131,19346.6,80,11840.0,1634,241832.0,409,60532.0,80,239,100,1995,295260.0,106,15688.0,4038,597624.0,248,273,-260,-38480.0
2026-08-18,34,JF(K5),299147568,D,17.0,,0,0.0,89,1513.7,59,1009.1,21,360.4,17,288.3,11,187.0,212,3604.0,53,901.0,10,31,13,258,4386.0,15,255.0,523,8891.0,40,44,-11,-187.0
2026-08-18,34,CN7(AVANTE),299805251,A/S,15.0,,0,0.0,20,296.1,13,197.4,5,70.5,4,56.4,17,255.0,47,705.0,12,180.0,2,7,3,57,855.0,22,330.0,116,1740.0,9,10,3,45.0
2026-08-18,34,TM,299164783,D,57.0,,0,0.0,1260,71843.9,840,47896.0,300,17105.7,240,13684.6,151,8607.0,3001,171057.0,750,42750.0,146,439,183,3662,208734.0,200,11400.0,7413,422541.0,730,803,-115,-6555.0
2026-08-18,34,YP(CARNIVAL),299781706,A/S,73.0,236.0,0,0.0,593,43322.6,396,28881.7,141,10314.9,113,8251.9,435,31755.0,1413,103149.0,353,25769.0,69,207,86,1724,125852.0,577,42121.0,3490,254770.0,165,182,134,9782.0
2026-08-18,34,"SX2(KONA,HMC)",206750228,A/S,77.0,,0,0.0,173,13356.4,116,8904.3,41,3180.1,33,2544.1,149,11473.0,413,31801.0,103,7931.0,20,60,25,504,38808.0,198,15246.0,1020,78540.0,50,55,10,770.0
2026-08-18,34,AE(IONIQ),299456947,A/S,108.0,,0,0.0,94,10160.6,63,6773.8,22,2419.2,18,1935.4,76,8208.0,224,24192.0,56,6048.0,11,33,14,273,29484.0,101,10908.0,553,59724.0,33,36,-49,-5292.0
2026-08-18,34,"SX2(KONA,HMC)",206842951,A/S,56.0,,0,0.0,93,5197.9,62,3465.3,22,1237.6,18,990.1,73,4088.0,221,12376.0,55,3080.0,11,32,14,270,15120.0,96,5376.0,546,30576.0,28,31,32,1792.0
2026-08-18,34,RG3(K9),299937512,A,48.0,69.0,0,0.0,866,41590.1,578,27726.7,206,9902.4,165,7921.9,105,5040.0,2063,99024.0,516,24768.0,101,302,126,2518,120864.0,139,6672.0,5097,244656.0,343,377,-87,-4176.0
2026-08-18,34,CN7(AVANTE),299973880,A/S,37.0,129.0,0,0.0,97,3574.2,64,2382.8,23,851.0,18,680.8,74,2738.0,230,8510.0,58,2146.0,11,34,14,281,10397.0,98,3626.0,569,21053.0,40,44,44,1628.0
2026-08-18,34,JF(K5),663W38731,A/S,91.0,432.0,0,0.0,130,11810.0,87,7873.3,31,2811.9,25,2249.5,98,8918.0,309,28119.0,77,7007.0,15,45,19,377,34307.0,130,11830.0,763,69433.0,40,44,12,1092.0
2026-08-18,34,JF(K5),299530640,A/S,53.0,229.0,0,0.0,212,11219.0,141,7479.4,50,2671.2,40,2137.0,147,7791.0,504,26712.0,126,6678.0,25,74,31,615,32595.0,195,10335.0,1245,65985.0,70,77,8,424.0
2026-08-18,34,CK(STINGER),299140812,A/S,149.0,,0,0.0,473,70527.7,316,47018.4,113,16792.3,90,13433.8,348,51852.0,1127,167923.0,282,42018.0,55,165,69,1375,204875.0,461,68689.0,2784,414816.0,180,198,44,6556.0
2026-08-18,34,DH(G80),299664331,A/S,321.0,1130.0,0,0.0,33,10650.8,22,7100.5,8,2535.9,6,2028.7,28,8988.0,79,25359.0,20,6420.0,4,12,5,96,30816.0,37,11877.0,195,62595.0,15,16,-30,-9630.0
2026-08-18,34,VQ,206223420,A/S,142.0,456.0,0,0.0,29,4174.8,20,2783.2,7,994.0,6,795.2,20,2840.0,70,9940.0,17,2414.0,3,10,4,85,12070.0,27,3834.0,172,24424.0,14,15,16,2272.0
2026-08-18,34,RG3(K9),299437760,A/S,67.0,275.0,0,0.0,138,9229.9,92,6153.3,33,2197.6,26,1758.1,111,7437.0,328,21976.0,82,5494.0,16,48,20,401,26867.0,147,9849.0,811,54337.0,47,52,-63,-4221.0
2026-08-18,34,RG3(K9),202276528,A/S,67.0,,0,0.0,94,6303.4,63,4202.2,22,1500.8,18,1200.6,76,5092.0,224,15008.0,56,3752.0,11,33,14,273,18291.0,100,6700.0,553,37051.0,36,40,0,0.0
2026-08-18,34,TM,299627538,A/S,73.0,,0,0.0,17,1226.4,11,817.6,4,292.0,3,233.6,15,1095.0,40,2920.0,10,730.0,2,6,2,49,3577.0,20,1460.0,99,7227.0,0,7,-7,-511.0
2026-08-18,34,OS(KONA),299852395,D,65.0,,0,0.0,690,44826.6,460,29884.4,164,10673.0,131,8538.4,91,5915.0,1642,106730.0,410,26650.0,80,240,100,2004,130260.0,120,7800.0,4056,263640.0,245,270,-62,-4030.0
2026-08-18,34,YP(CARNIVAL),201408021,E,346.0,,0,0.0,1552,536957.4,1035,357971.6,370,127847.0,296,102277.6,174,60204.0,3695,1278470.0,924,319704.0,180,541,226,4510,1560460.0,231,79926.0,9129,3158634.0,348,383,65,22490.0
2026-08-18,34,M-300,299606076,A/S,131.0,442.0,0,0.0,605,79283.8,403,52855.9,144,18877.1,115,15101.7,482,63142.0,1441,188771.0,360,47160.0,70,211,88,1759,230429.0,639,83709.0,3560,466360.0,223,245,50,6550.0
2026-08-18,34,LX2(PALISADE),299537994,A/S,96.0,471.0,0,0.0,908,87131.5,605,58087.7,216,20745.6,173,16596.5,752,72192.0,2161,207456.0,540,51840.0,105,316,132,2637,253152.0,997,95712.0,5338,512448.0,268,295,296,28416.0
2026-08-18,34,NX4-PE(TUCSON),141353856,A/S,44.0,164.0,0,0.0,216,9517.2,144,6344.8,52,2266.0,41,1812.8,166,7304.0,515,22660.0,129,5676.0,25,75,31,629,27676.0,220,9680.0,1273,56012.0,74,81,174,7656.0
2026-08-18,34,AE-PE(IONIQ),299326099,A/S,,,0,0.0,331,21208.3,221,14138.9,79,5049.6,63,4039.7,262,16768.0,789,50496.0,197,12608.0,39,116,48,964,61696.0,347,22208.0,1950,124800.0,94,103,102,6528.0
2026-08-18,34,HG(GRANDUER),299352225,A/S,48.0,208.0,0,0.0,193,9253.4,129,6169.0,46,2203.2,37,1762.6,157,7536.0,459,22032.0,115,5520.0,22,67,28,560,26880.0,208,9984.0,1134,54432.0,76,84,13,624.0
2026-08-18,34,AE-PE(IONIQ),299822009,A/S,68.0,203.0,0,0.0,92,6283.2,62,4188.8,22,1496.0,18,1196.8,66,4488.0,220,14960.0,55,3740.0,11,32,13,268,18224.0,88,5984.0,543,36924.0,25,28,35,2380.0
2026-08-18,34,AE-PE(IONIQ),299885799,A/S,20.0,68.0,0,0.0,2,42.0,1,28.0,0,10.0,0,8.0,2,40.0,5,100.0,1,20.0,0,1,0,6,120.0,2,40.0,12,240.0,1,1,-2,-40.0
2026-08-18,34,GN7(GRANDUER),206579653,A/S,254.0,1168.0,0,0.0,83,21122.6,55,14081.8,20,5029.2,16,4023.4,62,15748.0,198,50292.0,50,12700.0,10,29,12,242,61468.0,83,21082.0,490,124460.0,24,26,-34,-8636.0
2026-08-18,34,CN7(AVANTE),202672517,A/S,39.0,,0,0.0,202,7895.2,135,5263.4,48,1879.8,39,1503.8,156,6084.0,482,18798.0,121,4719.0,24,71,29,589,22971.0,207,8073.0,1192,46488.0,65,72,-41,-1599.0
2026-08-18,34,AD-100,299774722,A/S,25.0,,0,0.0,131,3265.5,87,2177.0,31,777.5,25,622.0,108,2700.0,311,7775.0,78,1950.0,15,46,19,380,9500.0,143,3575.0,769,19225.0,38,42,47,1175.0
2026-08-18,34,PAINT,299847719,원재료,88.0,77.0,2096,184448.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,2096,184448.0,0,0,-71,-6248.0
2026-08-18,34,LX2(PALISADE),299820574,A/S,51.0,208.0,0,0.0,68,3448.6,45,2299.1,16,821.1,13,656.9,53,2703.0,161,8211.0,40,2040.0,8,24,10,372,18992.4,70,3570.0,573,29243.4,7,23,-4,-204.0
2026-08-18,34,"SX2(KONA,HMC)",299947127,A/S,33.0,,0,0.0,101,3340.3,67,2226.8,24,795.3,19,636.2,86,2838.0,241,7953.0,60,1980.0,12,35,15,294,9702.0,114,3762.0,595,19635.0,34,37,-6,-198.0
2026-08-18,34,RG3(K9),206961183,A/S,29.0,119.0,0,0.0,63,1814.8,42,1209.9,15,432.1,12,345.7,56,1624.0,149,4321.0,37,1073.0,7,22,9,182,5278.0,74,2146.0,368,10672.0,24,26,16,464.0
2026-08-18,34,EG,CA2712787D,A/S,156.0,,0,0.0,705,109942.6,470,73295.0,168,26176.8,134,20941.4,484,75504.0,1678,261768.0,419,65364.0,82,246,102,2048,319488.0,641,99996.0,4145,646620.0,233,256,329,51324.0
2026-08-18,34,VQ,202184664,A/S,86.0,,0,0.0,132,11341.7,88,7561.1,31,2700.4,25,2160.3,115,9890.0,314,27004.0,78,6708.0,15,46,19,383,32938.0,153,13158.0,775,66650.0,41,45,-89,-7654.0
2026-08-18,34,AE-PE(IONIQ),398W73670,E,,,0,0.0,124,7956.5,83,5304.3,30,1894.4,24,1515.5,13,832.0,296,18944.0,74,4736.0,14,43,18,362,23168.0,18,1152.0,732,46848.0,48,53,90,5760.0
2026-08-18,34,DN8(SONATA),299958805,A/S,58.0,,0,0.0,180,10450.4,120,6967.0,43,2488.2,34,1990.6,131,7598.0,429,24882.0,107,6206.0,21,63,26,523,30334.0,173,10034.0,1059,61422.0,90,99,162,9396.0
2026-08-18,34,DH(G80),299382068,B,47.0,61.0,0,0.0,244,11488.7,163,7659.1,58,2735.4,47,2188.3,32,1504.0,582,27354.0,146,6862.0,28,85,36,711,33417.0,43,2021.0,1439,67633.0,89,98,-338,-15886.0
2026-08-18,34,AE(IONIQ),299538662,A/S,37.0,141.0,0,0.0,148,5485.6,99,3657.1,35,1306.1,28,1044.9,112,4144.0,353,13061.0,88,3256.0,17,52,22,431,15947.0,149,5513.0,872,32264.0,55,61,-76,-2812.0
2026-08-18,34,AE(IONIQ),299922371,A/S,47.0,175.0,0,0.0,21,987.0,14,658.0,5,235.0,4,188.0,15,705.0,50,2350.0,12,564.0,2,7,3,61,2867.0,20,940.0,123,5781.0,5,6,6,282.0
2026-08-18,34,EG,299357577,A/S,64.0,247.0,0,0.0,43,2768.6,29,1845.8,10,659.2,8,527.4,31,1984.0,103,6592.0,26,1664.0,5,15,6,125,8000.0,42,2688.0,254,16256.0,15,16,-7,-448.0
2026-08-18,34,JF(K5),299588555,A/S,107.0,369.0,0,0.0,48,5168.1,32,3445.4,12,1230.5,9,984.4,34,3638.0,115,12305.0,29,3103.0,6,17,7,141,15087.0,45,4815.0,285,30495.0,21,23,11,1177.0
2026-08-18,34,HG(GRANDUER),299249354,A/S,142.0,602.0,0,0.0,155,22007.2,103,14671.4,37,5239.8,30,4191.8,125,17750.0,369,52398.0,92,13064.0,18,54,23,451,64042.0,165,23430.0,912,129504.0,42,46,-30,-4260.0
2026-08-18,34,EG,201615412,A/S,47.0,155.0,0,0.0,2,79.0,1,52.6,0,18.8,0,15.0,2,94.0,4,188.0,1,47.0,0,1,0,5,235.0,2,94.0,10,470.0,1,1,0,0.0
2026-08-18,34,"SX2(KONA,HMC)",299637785,A/S,216.0,,0,0.0,1264,272976.5,843,181984.3,301,64994.4,241,51995.5,905,195480.0,3009,649944.0,752,162432.0,147,441,184,3673,793368.0,1200,259200.0,7434,1605744.0,494,543,338,73008.0
2026-08-18,34,TM,299919909,A/S,144.0,425.0,0,0.0,385,55399.7,256,36933.1,92,13190.4,73,10552.3,330,47520.0,916,131904.0,229,32976.0,45,134,56,1118,160992.0,437,62928.0,2263,325872.0,171,188,-132,-19008.0
2026-08-18,34,NX4-PE(TUCSON),299979423,D,33.0,38.0,0,0.0,134,4407.5,89,2938.3,32,1049.4,25,839.5,16,528.0,318,10494.0,79,2607.0,16,47,19,388,12804.0,21,693.0,785,25905.0,50,55,74,2442.0
2026-08-18,34,DN8(SONATA),299301279,A/S,100.0,,0,0.0,102,10206.0,68,6804.0,24,2430.0,19,1944.0,69,6900.0,243,24300.0,61,6100.0,12,36,15,296,29600.0,91,9100.0,600,60000.0,34,37,52,5200.0
2026-08-18,34,AE(IONIQ),206719559,C,47.0,49.0,0,0.0,1033,48560.4,689,32373.6,246,11562.0,197,9249.6,122,5734.0,2460,115620.0,615,28905.0,120,360,150,3003,141141.0,162,7614.0,6078,285666.0,398,438,-61,-2867.0
2026-08-18,34,M-300,299529316,D,266.0,264.0,0,0.0,4565,1214173.0,3043,809448.6,1087,289088.8,869,231271.0,502,133532.0,10868,2890888.0,2717,722722.0,531,1592,663,13265,3528490.0,666,177156.0,26850,7142100.0,1073,1180,2071,550886.0
2026-08-18,34,ON(TELLURIDE),299832468,A/S,111.0,471.0,0,0.0,1,139.9,1,93.2,0,33.3,0,26.6,1,111.0,3,333.0,1,111.0,0,0,0,4,444.0,1,111.0,8,888.0,0,0,0,0.0
2026-08-18,34,JX1,299641065,A/S,,84.0,0,0.0,22,1397.8,15,931.8,5,332.8,4,266.2,19,1216.0,52,3328.0,13,832.0,3,8,3,64,4096.0,25,1600.0,129,8256.0,8,9,-15,-960.0
2026-08-18,34,JF(K5),299900634,A/S,45.0,157.0,0,0.0,89,4006.8,59,2671.2,21,954.0,17,763.2,68,3060.0,212,9540.0,53,2385.0,10,31,13,258,11610.0,90,4050.0,523,23535.0,25,28,19,855.0
2026-08-18,34,DN8(SONATA),299793483,A/S,228.0,,0,0.0,71,16183.4,47,10789.0,17,3853.2,14,3082.6,53,12084.0,169,38532.0,42,9576.0,8,25,10,206,46968.0,71,16188.0,417,95076.0,16,18,2,456.0
2026-08-18,34,RG3(K9),299789045,A/S,56.0,,0,0.0,98,5480.2,65,3653.4,23,1304.8,19,1043.8,70,3920.0,233,13048.0,58,3248.0,11,34,14,285,15960.0,93,5208.0,576,32256.0,37,41,64,3584.0
2026-08-18,34,GN7(GRANDUER),299134515,D,40.0,47.0,0,0.0,259,10348.8,172,6899.2,62,2464.0,49,1971.2,30,1200.0,616,24640.0,154,6160.0,30,90,38,752,30080.0,40,1600.0,1522,60880.0,71,78,119,4760.0
2026-08-18,34,QL(TUCSON),299601531,C,43.0,,0,0.0,543,23369.6,362,15579.8,129,5564.2,104,4451.4,70,3010.0,1294,55642.0,324,13932.0,63,190,79,1580,67940.0,92,3956.0,3198,137514.0,224,246,-152,-6536.0
